序号,代码,名称,收盘价,涨跌幅,买方机构数,卖方机构数,机构买入总额,机构卖出总额,机构买入净额,市场总成交额,机构净买额占总成交额比,换手率,流通市值,上榜原因,上榜日期
150,002816,*ST和科,21.0,-3.5813,2,2,24768858.0,23231573.44,1537284.56,257631541,0.596698895653,3.0462,21.0,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-07-22
151,688359,三孚新科,105.82,-20.003,1,1,34126794.38,32691811.16,1434983.22,1055346700,0.135972682721,8.9718,105.48,有价格涨跌幅限制的日价格振幅达到30%的前五只证券,2026-07-20
152,688636,智明达,20.38,-20.0157,1,0,1427965.46,0.0,1427965.46,42548600,3.356080952135,1.2005,35.44,有价格涨跌幅限制的日收盘价格跌幅达到15%的前五只证券,2026-07-21
153,688636,智明达,20.38,-20.0157,1,0,1427965.46,0.0,1427965.46,42548600,3.356080952135,1.2005,35.44,有价格涨跌幅限制的连续3个交易日内收盘价格跌幅偏离值累计达到30%的证券,2026-07-21
154,920046,亿能电力,23.6,16.2562,1,1,7856749.6,6498770.22,1357979.38,285145700,0.476240525458,22.8799,13.2,当日换手率达到20%的前5只股票,2026-07-20
155,920367,新赣江,28.17,11.432,1,1,6260764.82,5349368.47,911396.35,251737100,0.362042920968,23.2779,11.83,当日换手率达到20%的前5只股票,2026-07-21
156,000889,中嘉博创,3.99,5.0,2,3,61209780.28,60364003.05,845777.23,1164238121,0.072646412683,21.9882,34.71,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-22
157,002759,ST天际,11.65,-9.9691,1,1,2017909.0,1494570.0,523339.0,63010113,0.83056350018,0.6948,58.36,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-07-21
158,000975,山金国际,22.52,10.0147,3,4,415029235.9,414516732.19,512503.71,4671029199,0.010971965453,3.7072,568.23,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-22
159,001206,依依股份,19.4,-10.0186,1,0,450080.0,0.0,450080.0,28126120,1.600220720099,1.3567,20.73,日跌幅偏离值达到7%的前5只证券,2026-07-22
160,002083,孚日股份,11.52,10.0287,0,1,12506112.0,12121344.0,384768.0,1132767037,0.033967090093,10.4484,109.05,日涨幅偏离值达到7%的前5只证券,2026-07-24
161,001388,信通电子,23.82,10.0231,2,1,10649121.55,10441334.44,207787.11,408115711,0.050913773815,14.9784,29.8,日振幅值达到15%的前5只证券,2026-07-23
162,300062,中能电气,6.8,7.0866,2,2,35419983.66,35370537.34,49446.32,1124097216,0.004398758337,25.3841,31.17,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-24
163,002723,小崧股份,6.48,-10.0,2,2,15281190.0,15499033.0,-217843.0,115838666,-0.188057241612,5.5908,20.54,日跌幅偏离值达到7%的前5只证券,2026-07-21
164,002731,*ST萃华,2.53,10.0,0,1,4007439.0,4346970.0,-339531.0,340543919,-0.099702558483,32.5247,5.81,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-17
165,920072,科莱瑞迪,29.05,5.6364,1,1,2405244.43,2752839.05,-347594.62,111980700,-0.310405828862,26.6236,4.2,当日换手率达到20%的前5只股票,2026-07-22
166,920072,科莱瑞迪,27.66,4.6142,1,1,2668820.99,3033177.53,-364356.54,90166100,-0.404094820559,23.1068,4.0,当日换手率达到20%的前5只股票,2026-07-20
167,002731,*ST萃华,2.53,10.0,0,1,2086930.0,2576498.0,-489568.0,176490955,-0.277389852641,32.5247,5.81,日换手率达到20%的前5只证券,2026-07-17
168,000595,新能股份,5.52,9.9602,1,1,5523649.0,6023526.0,-499877.0,100497999,-0.497399953207,0.4336,62.85,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-23
169,301535,浙江华远,16.41,14.3554,3,3,45916821.83,46464303.54,-547481.71,463517853,-0.118114481774,8.4074,27.86,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-24
170,920222,益坤电气,31.6,10.4895,0,1,6057480.0,6616917.18,-559437.18,404520900,-0.138296236363,70.5218,3.65,北交所股票连续3个交易日内日收盘价涨跌幅偏离值累计达到+40%(-40%),2026-07-24
171,920072,科莱瑞迪,26.44,-13.5383,0,1,3130709.84,3871902.93,-741193.09,126861300,-0.584254686023,31.2943,3.82,当日换手率达到20%的前5只股票,2026-07-17
172,920211,新睿电子,120.08,-4.6984,1,1,6677869.63,7508134.22,-830264.59,174323500,-0.476278063485,26.1271,6.92,当日换手率达到20%的前5只股票,2026-07-21
173,000779,甘咨询,8.92,-9.9899,0,1,0.0,959792.0,-959792.0,21229600,-4.521008403361,0.5121,41.46,日跌幅偏离值达到7%的前5只证券,2026-07-22
174,000668,荣丰控股,17.67,10.0249,4,5,46305588.0,47266810.91,-961222.91,176442201,-0.544780616288,4.5736,25.95,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-24
175,001872,招商港口,21.42,-6.5853,3,2,12083538.0,13121829.0,-1038291.0,138187733,-0.75136264085,0.281,493.14,日跌幅偏离值达到7%的前5只证券,2026-07-23
176,002731,*ST萃华,2.28,-9.8814,0,1,1158489.0,2266395.77,-1107906.77,143068804,-0.774387384968,25.7657,5.24,日换手率达到20%的前5只证券,2026-07-20
177,301609,山大电力,37.46,6.7236,1,3,13414922.79,14710957.37,-1296034.58,504253806,-0.257020287121,21.7012,13.73,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-20
178,002766,索菱股份,3.94,10.0559,1,3,9865102.0,11178257.0,-1313155.0,247294825,-0.531007876934,3.475,33.76,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-17
179,920117,龙鑫智能,25.99,4.3775,0,1,1529361.53,2856315.63,-1326954.1,162233600,-0.817928037102,30.6984,5.25,当日换手率达到20%的前5只股票,2026-07-23
180,920117,龙鑫智能,28.52,13.9433,1,1,4307199.36,5690012.61,-1382813.25,226353300,-0.610909251157,41.6378,5.77,当日换手率达到20%的前5只股票,2026-07-21
181,920079,乔路铭,15.22,-3.7318,0,1,3053554.07,4644868.78,-1591314.71,297781700,-0.534389692181,41.9766,6.85,当日换手率达到20%的前5只股票,2026-07-24
182,300317,珈伟新能,4.13,16.0112,4,5,62262622.24,64072700.16,-1810077.92,681958473,-0.265423481292,20.4783,34.23,日涨幅达到15%的前5只证券,2026-07-17
183,001388,信通电子,21.65,-9.9792,0,1,15155.0,1911300.24,-1896145.24,133196841,-1.423566224067,2.0713,27.09,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-07-22
184,920305,云创退,1.63,25.3846,1,1,441762.59,2593946.79,-2152184.2,175493600,-1.226360505454,27.7416,1.32,北交所股票连续10个交易日内3次出现同向异常波动情形,2026-07-23
185,920367,新赣江,31.0,-11.9818,1,1,4430242.54,6584546.43,-2154303.89,351485900,-0.612913317433,24.8997,13.02,当日换手率达到20%的前5只股票,2026-07-17
186,000779,甘咨询,9.91,-9.9909,1,1,3309387.0,5536055.0,-2226668.0,128493043,-1.732909384051,0.402,46.06,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-07-21
187,000011,深物业A,8.26,9.9867,2,1,18439025.3,20878097.66,-2439072.36,299493417,-0.814399322841,4.756,43.49,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-24
188,001314,亿道信息,49.74,-10.0054,1,2,3964278.0,6441330.0,-2477052.0,119758998,-2.068363998837,1.9401,61.73,日跌幅偏离值达到7%的前5只证券,2026-07-21
189,301357,北方长龙,86.33,20.0028,2,3,46713880.16,49283844.0,-2569963.84,564720361,-0.455086095258,7.3903,82.19,日涨幅达到15%的前5只证券,2026-07-23
190,001206,依依股份,19.4,-10.0186,2,1,12692811.47,15309948.76,-2617137.29,446450788,-0.58620958017,1.3567,20.73,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-07-22
191,001206,依依股份,21.56,-9.9791,2,1,12692811.47,15309948.76,-2617137.29,418324668,-0.625623466699,16.3843,23.04,日跌幅偏离值达到7%的前5只证券,2026-07-21
192,688679,通源环境,40.82,19.9882,1,1,23749289.11,26578997.38,-2829708.27,479982500,-0.589544050043,5.5143,53.76,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2026-07-23
193,301176,逸豪新材,39.66,-20.0081,4,4,104873114.61,107840880.81,-2967766.2,796097994,-0.372789056419,11.0312,65.06,日跌幅达到15%的前5只证券,2026-07-20
194,920193,吉和昌,32.12,6.3224,1,1,7561465.88,10545426.51,-2983960.63,192037800,-1.553840249159,24.5246,8.09,当日换手率达到20%的前5只股票,2026-07-21
195,002900,哈三联,12.1,10.0,2,4,48956332.0,52081059.93,-3124727.93,386774982,-0.807892980524,15.6239,19.5,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-23
196,920193,吉和昌,33.98,15.1864,0,1,2001856.26,5255916.13,-3254059.87,281351300,-1.156582489578,32.8447,8.56,当日换手率达到20%的前5只股票,2026-07-23
197,301042,安联锐视,41.63,-20.0038,2,1,29441239.84,33697171.34,-4255931.5,425740115,-0.999654801146,10.5726,38.4,日跌幅达到15%的前5只证券,2026-07-17
198,300649,杭州园林,20.92,-11.6927,4,4,72339818.0,76647094.0,-4307276.0,297974869,-1.445516534483,12.4052,22.2,日振幅值达到30%的前5只证券,2026-07-20
199,002396,星网锐捷,33.93,-1.9081,4,4,607140983.31,611878582.13,-4737598.82,5992262500,-0.07906193729,22.9313,256.99,日换手率达到20%的前5只证券,2026-07-23
200,920117,龙鑫智能,27.48,-22.2411,0,1,660625.12,5664595.17,-5003970.05,346945600,-1.442292408378,57.6238,5.55,当日收盘价跌幅达到-20%的前5只股票,2026-07-17
201,920117,龙鑫智能,27.48,-22.2411,0,1,660625.12,5664595.17,-5003970.05,346945600,-1.442292408378,57.6238,5.55,当日换手率达到20%的前5只股票,2026-07-17
202,002667,*ST威领,8.64,-3.6789,1,2,13112975.0,18589380.0,-5476405.0,272086857,-2.012741468067,12.2745,20.44,日振幅值达到15%的前5只证券,2026-07-24
203,002218,拓日新能,4.2,9.9476,1,2,41275916.96,46805559.84,-5529642.88,1205385072,-0.458744927944,17.9581,58.28,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-24
204,002759,ST天际,13.28,5.1465,0,1,5953686.0,11634465.93,-5680779.93,930709916,-0.610370624868,14.3379,66.53,日振幅值达到15%的前5只证券,2026-07-23
205,301292,海科新源,62.69,20.0038,3,4,91563428.71,97548889.16,-5985460.45,1152133060,-0.519511214269,23.6732,53.41,日涨幅达到15%的前5只证券,2026-07-23
206,300414,中光防雷,11.27,20.0213,1,4,7506363.0,13495930.25,-5989567.25,144511475,-4.144700100805,4.2352,35.34,日涨幅达到15%的前5只证券,2026-07-24
207,000601,韶能股份,7.05,8.7963,0,1,8579254.0,14779431.0,-6200177.0,1822494943,-0.340202699811,14.4762,73.89,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-20
208,002677,浙江美大,6.44,-10.0559,1,1,5558700.0,11910222.0,-6351522.0,309741725,-2.050586500737,1.69,35.52,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-07-21
209,603690,至纯科技,22.62,10.0195,0,1,0.0,6396691.0,-6396691.0,423157225,-1.511658225852,4.9809,86.63,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2026-07-24
210,920088,科力股份,53.7,8.2225,0,1,0.0,6580543.42,-6580543.42,498977700,-1.318805112934,28.0877,17.49,当日换手率达到20%的前5只股票,2026-07-22
211,920222,益坤电气,31.6,10.4895,0,1,0.0,6616917.18,-6616917.18,253592500,-2.609271638554,70.5218,3.65,当日换手率达到20%的前5只股票,2026-07-24
212,300368,汇金股份,9.41,20.0255,0,3,22112950.0,28900151.2,-6787201.2,830715141,-0.81703111753,9.7376,49.77,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-20
213,600605,汇通能源,25.52,-9.9824,0,1,0.0,7028379.0,-7028379.0,130839910,-5.371739402756,2.4447,52.64,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2026-07-22
214,605178,时空科技,72.6,-9.0112,1,1,16094027.0,23819628.0,-7725601.0,823850816,-0.937742713846,7.6892,71.93,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-07-21
215,300968,格林精密,11.16,8.9844,0,1,1385692.0,9125792.0,-7740100.0,693212464,-1.116555226855,11.3158,46.13,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-17
216,002265,建设工业,19.34,10.0114,4,4,73591416.0,81458895.87,-7867479.87,869768205,-0.904549030969,2.0365,199.79,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-24
217,003001,中岩大地,16.85,-9.9893,4,4,43140559.0,51156140.0,-8015581.0,421657614,-1.900969111873,20.5372,19.27,日跌幅偏离值达到7%的前5只证券,2026-07-22
218,300795,米奥会展,10.48,20.0458,2,3,14156764.58,22584475.4,-8427710.82,208097411,-4.049887396244,9.4379,18.23,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-17
219,300795,米奥会展,10.48,20.0458,2,3,7913783.58,16648144.4,-8734360.82,168320771,-5.189116451944,9.4379,18.23,日涨幅达到15%的前5只证券,2026-07-17
220,300834,星辉环材,38.08,20.0126,1,4,19985837.0,29694464.0,-9708627.0,221871275,-4.37579267528,3.2317,73.11,日涨幅达到15%的前5只证券,2026-07-22
221,920088,科力股份,44.51,6.4833,1,1,7996892.89,18063157.16,-10066264.27,339305100,-2.966729433186,23.7839,14.5,当日换手率达到20%的前5只股票,2026-07-17
222,000595,新能股份,6.07,9.9638,1,1,10134407.0,20239312.0,-10104905.0,727000475,-1.389944758977,10.5812,69.12,日涨幅偏离值达到7%的前5只证券,2026-07-24
223,300368,汇金股份,9.41,20.0255,0,3,11351256.0,21568566.3,-10217310.3,468053436,-2.182936714944,9.7376,49.77,日涨幅达到15%的前5只证券,2026-07-20
224,003001,中岩大地,17.6,-10.0204,3,2,30675376.0,41203441.9,-10528065.9,527291728,-1.996630203158,24.4069,20.13,日振幅值达到15%的前5只证券,2026-07-20
225,003001,中岩大地,17.6,-10.0204,3,2,30675376.0,41203441.9,-10528065.9,527291728,-1.996630203158,24.4069,20.13,日换手率达到20%的前5只证券,2026-07-20
226,002795,永和智控,5.7,-5.9406,4,5,44748626.0,55318506.68,-10569880.68,194729828,-5.427972072157,7.3663,24.76,日振幅值达到15%的前5只证券,2026-07-17
227,000899,赣能股份,11.76,9.9065,1,1,19390364.0,29976383.68,-10586019.68,1171080395,-0.903953283241,7.0044,114.74,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-20
228,301190,善水科技,17.42,19.9725,2,3,17645540.96,28310555.14,-10665014.18,207782761,-5.132771423708,8.8472,24.93,日涨幅达到15%的前5只证券,2026-07-20
229,605179,一鸣食品,15.7,7.3137,0,1,0.0,10777782.0,-10777782.0,576528013,-1.86942902287,4.4815,62.96,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-07-20
230,000596,古井贡酒,90.89,-6.8273,4,3,98819224.21,110219903.29,-11400679.08,987782931,-1.154168463759,2.6377,371.38,日跌幅偏离值达到7%的前5只证券,2026-07-23
231,002218,拓日新能,4.2,9.9476,0,2,16015760.96,27498112.0,-11482351.04,1006822540,-1.14045430886,17.9581,58.28,日涨幅偏离值达到7%的前5只证券,2026-07-24
232,301190,善水科技,19.25,7.362,4,3,59522046.0,71454093.43,-11932047.43,913171275,-1.306660399496,13.1816,27.55,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-22
233,002654,万润科技,12.41,7.2602,2,2,58713905.52,70716409.02,-12002503.5,1157043526,-1.037342436157,11.7669,104.89,日振幅值达到15%的前5只证券,2026-07-21
234,920088,科力股份,53.0,-3.6188,0,1,1005871.29,14456608.17,-13450736.88,495628900,-2.713872592982,27.6034,17.26,当日换手率达到20%的前5只股票,2026-07-24
235,603988,中电电机,17.17,9.9936,0,1,0.0,15176254.0,-15176254.0,292795880,-5.183219791207,2.0526,40.38,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-07-23
236,300688,创业黑马,20.9,-20.0153,3,2,42317498.0,57513039.5,-15195541.5,340601204,-4.461388075422,10.3248,31.01,日跌幅达到15%的前5只证券,2026-07-17
237,603683,晶华新材,15.88,-5.3071,1,1,45872487.8,61271163.88,-15398676.08,1278277001,-1.204643130398,28.6634,45.77,有价格涨跌幅限制的日换手率达到20%的前五只证券,2026-07-23
238,002829,星网宇达,20.72,9.9788,0,2,15905843.0,32021637.1,-16115794.1,786341051,-2.049466205472,20.1967,30.26,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-17
239,003001,中岩大地,19.56,10.0112,2,4,40058245.65,56475968.08,-16417722.43,376004003,-4.366369054321,5.0853,22.37,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-17
240,000676,智度股份,6.84,9.9678,0,1,0.0,16609509.9,-16609509.9,1722939795,-0.964021490954,20.4241,86.12,日涨幅偏离值达到7%的前5只证券,2026-07-17
241,001399,惠科股份,27.87,9.9842,2,4,286186892.36,303019261.69,-16832369.33,3018119710,-0.557710460398,27.8961,120.0,日振幅值达到15%的前5只证券,2026-07-21
242,001399,惠科股份,27.87,9.9842,2,4,286186892.36,303019261.69,-16832369.33,3018119710,-0.557710460398,27.8961,120.0,日换手率达到20%的前5只证券,2026-07-21
243,001896,豫能控股,14.82,6.1605,1,2,43243256.73,61626698.1,-18383441.37,2758015467,-0.666545985328,12.751,226.12,日振幅值达到15%的前5只证券,2026-07-20
244,002310,东方新能,2.38,5.7778,0,2,15994786.0,34505313.5,-18510527.5,1399283940,-1.322857139345,6.0475,104.7,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-17
245,300164,通源石油,12.49,3.0528,0,1,16014805.0,35116246.0,-19101441.0,2756807160,-0.692882740482,37.0513,72.84,日换手率达到30%的前5只证券,2026-07-23
246,002300,太阳电缆,7.1,10.0775,1,4,42566154.0,62068089.05,-19501935.05,777463667,-2.50840468536,11.785,51.28,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-24
247,000862,银星能源,5.42,8.4,1,4,23126469.0,43168954.78,-20042485.78,636250256,-3.150094729392,10.6095,34.04,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-20
248,300214,日科化学,10.26,20.0,4,5,80645920.0,100742700.0,-20096780.0,482493252,-4.165194003584,10.7857,47.7,日涨幅达到15%的前5只证券,2026-07-23
249,001230,劲旅环境,19.13,-1.6958,4,5,128340188.08,148713649.46,-20373461.38,718943085,-2.833807265842,19.4353,21.04,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-17
250,002759,ST天际,13.28,5.1465,0,2,22503400.14,42877365.8,-20373965.66,2143283436,-0.950595955616,14.3379,66.53,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,2026-07-23
251,000767,晋控电力,3.99,6.117,3,3,184258571.3,204717080.16,-20458508.86,4044590026,-0.505824044674,16.2958,116.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-21
252,000603,盛达资源,24.83,10.0133,3,3,157299220.01,178083259.73,-20784039.72,2576324656,-0.806732166755,10.3748,165.55,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-23
253,301228,实朴检测,46.3,-20.0069,3,2,48199298.97,69151319.0,-20952020.03,351976218,-5.952680595596,5.8516,55.3,日跌幅达到15%的前5只证券,2026-07-17
254,002498,汉缆股份,6.5,9.9831,1,3,23941150.0,44943804.02,-21002654.02,924428010,-2.271962099028,2.2511,216.24,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-24
255,301158,德石股份,15.72,3.8995,3,3,69489550.3,90630682.1,-21141131.8,788299978,-2.681863806928,15.0198,29.89,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-24
256,301520,万邦医药,46.9,-12.0075,0,1,0.0,21183934.28,-21183934.28,1776736949,-1.192294351278,60.1393,15.34,连续三个交易日内，跌幅偏离值累计达到30%的证券,2026-07-21
257,301520,万邦医药,53.3,-19.994,0,1,0.0,21183934.28,-21183934.28,884165202,-2.395924905445,44.8678,17.43,日跌幅达到15%的前5只证券,2026-07-20
258,301520,万邦医药,53.3,-19.994,0,1,0.0,21183934.28,-21183934.28,884165202,-2.395924905445,44.8678,17.43,日换手率达到30%的前5只证券,2026-07-20
259,301070,开勒股份,59.59,14.0478,3,4,93322484.66,114735662.16,-21413177.5,469066236,-4.565064772643,10.7693,50.54,日振幅值达到30%的前5只证券,2026-07-21
260,300317,珈伟新能,4.65,12.5908,3,4,97302121.24,119267996.16,-21965874.92,1589873496,-1.381611491434,25.1596,38.54,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-20
261,301520,万邦医药,66.62,-0.045,1,1,21972276.32,44175537.42,-22203261.1,1119678338,-1.983003541862,51.932,21.78,日换手率达到30%的前5只证券,2026-07-17
262,301096,百诚医药,41.59,-20.0038,2,3,43251243.0,65534843.0,-22283600.0,392852178,-5.672260775909,10.5729,34.56,日跌幅达到15%的前5只证券,2026-07-17
263,002015,协鑫能科,14.5,-9.9938,1,2,22586683.0,45458301.18,-22871618.18,1742706817,-1.312419160635,7.1359,235.38,日跌幅偏离值达到7%的前5只证券,2026-07-24
264,301086,鸿富瀚,116.41,12.506,4,4,138526680.22,161960760.0,-23434079.78,883926412,-2.651134694231,12.5745,81.21,日振幅值达到30%的前5只证券,2026-07-21
265,002365,永安药业,12.6,-4.4006,0,2,6969191.0,30685454.0,-23716263.0,849386052,-2.792165346271,26.3938,30.91,日换手率达到20%的前5只证券,2026-07-17
266,000539,粤电力A,5.66,-10.0159,0,2,5618772.75,29492926.52,-23874153.77,815907662,-2.926085252279,5.4767,144.63,日跌幅偏离值达到7%的前5只证券,2026-07-24
267,688662,富信科技,84.6,19.1549,0,1,0.0,24122147.31,-24122147.31,1164866300,-2.070808238679,13.8753,97.04,有价格涨跌幅限制的日价格振幅达到30%的前五只证券,2026-07-21
268,301012,扬电科技,28.4,7.2913,1,3,66424739.62,91139275.94,-24714536.32,2510363754,-0.984500205622,17.8783,55.94,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-23
269,688049,炬芯科技,42.7,15.0943,0,1,0.0,26233660.58,-26233660.58,963449000,-2.722890425959,13.088,74.8,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2026-07-22
270,002412,汉森制药,7.09,-3.9295,4,5,75183781.1,101750919.55,-26567138.45,886773762,-2.995931948875,23.1493,35.3,日换手率达到20%的前5只证券,2026-07-24
271,002412,汉森制药,7.09,-3.9295,4,5,75183781.1,101750919.55,-26567138.45,886773762,-2.995931948875,23.1493,35.3,日振幅值达到15%的前5只证券,2026-07-24
272,000600,建投能源,8.98,10.049,3,4,72086381.0,98694863.18,-26608482.18,1421660254,-1.871648455046,8.1352,97.89,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-20
273,688432,有研硅,46.51,10.0308,0,1,0.0,26636329.02,-26636329.02,3196121100,-0.833395487424,6.1328,581.52,有价格涨跌幅限制的日价格振幅达到30%的前五只证券,2026-07-21
274,300444,双杰电气,9.54,20.0,2,4,46818893.0,74146085.0,-27327192.0,944382065,-2.893658510976,17.0631,59.86,日涨幅达到15%的前5只证券,2026-07-23
275,603162,海通发展,11.28,10.0488,0,1,0.0,27880753.0,-27880753.0,334262424,-8.340977327443,7.1743,47.58,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2026-07-22
276,002879,长缆科技,16.41,9.9866,2,4,43876157.0,72735348.9,-28859191.9,869664207,-3.318429304979,19.1667,22.5,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-23
277,605133,嵘泰股份,23.49,-10.0,0,1,0.0,29461711.0,-29461711.0,1038321366,-2.837436651573,4.4838,66.27,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-07-20
278,301583,托伦斯,136.0,-2.8571,3,4,124651340.81,154231101.09,-29579760.28,2118024108,-1.39657335194,48.697,41.93,日换手率达到30%的前5只证券,2026-07-17
279,301042,安联锐视,33.3,-20.0096,1,2,39465399.84,69729457.31,-30264057.47,986357976,-3.068263065376,10.4243,30.72,连续三个交易日内，跌幅偏离值累计达到30%的证券,2026-07-20
280,300164,通源石油,12.2,16.4122,0,1,19769301.0,52772909.46,-33003608.46,4803649493,-0.687052802418,39.3974,71.15,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-20
281,601678,滨化股份,6.54,5.1447,0,1,0.0,35037900.0,-35037900.0,3463517734,-1.011627561656,25.2271,133.63,有价格涨跌幅限制的日换手率达到20%的前五只证券,2026-07-24
282,603045,福达合金,50.63,-9.9911,0,1,0.0,35831588.0,-35831588.0,1373199254,-2.609350966047,5.9832,68.58,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-07-20
283,603823,百合花,73.74,-9.9963,0,1,0.0,37614325.94,-37614325.94,1438397376,-2.615016306871,4.4606,307.03,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2026-07-23
284,300814,中富电路,137.3,19.9965,3,3,130766356.7,168840034.72,-38073678.02,1399440150,-2.72063639306,6.0234,262.83,日涨幅达到15%的前5只证券,2026-07-21
285,002240,盛新锂能,30.42,10.0181,3,4,123656850.67,162769850.32,-39112999.65,1740611299,-2.247084094678,6.4675,277.71,日涨幅偏离值达到7%的前5只证券,2026-07-23
286,688308,欧科亿,85.6,-20.0,1,2,16606499.87,57039927.02,-40433427.15,1747450000,-2.313853166042,11.3985,135.92,有价格涨跌幅限制的日收盘价格跌幅达到15%的前五只证券,2026-07-20
287,301217,铜冠铜箔,103.24,-20.0,3,4,127019449.58,168166506.7,-41147057.12,2666149246,-1.543314095478,3.0213,855.88,日跌幅达到15%的前5只证券,2026-07-20
288,002515,金字火腿,7.06,-8.1925,3,3,95748463.35,137013888.44,-41265425.09,964321541,-4.279218428244,11.6558,77.79,日振幅值达到15%的前5只证券,2026-07-20
289,002379,宏桥控股,20.45,10.0054,1,3,75084933.72,117533876.9,-42448943.18,1472313931,-2.883144843381,6.5419,232.39,日涨幅偏离值达到7%的前5只证券,2026-07-23
290,002046,国机精工,50.77,-7.354,2,4,119299370.56,162490478.4,-43191107.84,1440219242,-2.998925898256,4.909,269.17,日振幅值达到15%的前5只证券,2026-07-17
291,603538,美诺华,29.23,4.5422,0,1,0.0,55986398.46,-55986398.46,2419724878,-2.313750582516,24.6331,98.48,有价格涨跌幅限制的日换手率达到20%的前五只证券,2026-07-22
292,300534,陇神戎发,13.26,-3.913,4,5,106354593.5,163031981.0,-56677387.5,1293582770,-4.381427212423,32.4033,40.05,日换手率达到30%的前5只证券,2026-07-22
293,002695,煌上煌,7.75,-8.1754,3,2,42853360.0,101300191.4,-58446831.4,535300228,-10.918514198727,6.1004,39.64,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-07-21
294,300164,通源石油,12.12,8.8949,1,1,33014228.0,92517716.0,-59503488.0,2638847511,-2.254904375943,38.0395,70.69,日换手率达到30%的前5只证券,2026-07-22
295,300577,开润股份,20.36,19.9764,0,2,74524.0,60131224.0,-60056700.0,464415471,-12.931675137928,11.9073,28.94,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-17
296,301357,北方长龙,92.58,7.2397,2,4,59054520.16,119116585.3,-60062065.14,1488069170,-4.036241483318,10.3267,88.14,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-24
297,300577,开润股份,20.36,19.9764,0,2,0.0,60131224.0,-60131224.0,344340545,-17.462719645751,11.9073,28.94,日涨幅达到15%的前5只证券,2026-07-17
298,001896,豫能控股,14.39,-10.0063,2,3,36746261.36,99209397.39,-62463136.03,2063902693,-3.02645741206,9.0867,219.56,日跌幅偏离值达到7%的前5只证券,2026-07-24
